rt,trial_type,trial_index,trial_number,time_elapsed,random_id,stimulus,response,task,word,condition,list,question_order,correct_answer,correct,file_name,participant_id,stimulus_list,word_1,word_2,word_3,word_4,word_5,word_6,word_7,word_8,word_9,word_10,word_11,word_12,word_13,word_14,word_15,likert_rating,experiment_about,feel_while_completing,subjective_task_difficulty,technical_issues,feedback,participant_is_group_member
5633,survey-likert,17,7,402746,pqbzw6y3v6d,NA,"{""Q0"":0}",recognition,Cherry,weakly related,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2164,survey-likert,18,8,404912,pqbzw6y3v6d,NA,"{""Q0"":0}",recognition,Ghost,unrelated,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
5511,survey-likert,19,9,410425,pqbzw6y3v6d,NA,"{""Q0"":1}",recognition,Door,unrelated,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2420,survey-likert,20,10,412848,pqbzw6y3v6d,NA,"{""Q0"":3}",recognition,Sweet,critical,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
4619,survey-likert,21,11,417470,pqbzw6y3v6d,NA,"{""Q0"":0}",recognition,Sugar,studied,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2296,survey-likert,22,12,419768,pqbzw6y3v6d,NA,"{""Q0"":3}",recognition,Sour,studied,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2211,survey-likert,23,13,421981,pqbzw6y3v6d,NA,"{""Q0"":1}",recognition,Salty,weakly related,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2629,survey-likert,24,14,424612,pqbzw6y3v6d,NA,"{""Q0"":2}",recognition,Floor,weakly related,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2198,survey-likert,25,15,426812,pqbzw6y3v6d,NA,"{""Q0"":0}",recognition,Ball,unrelated,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1621,survey-likert,26,16,428435,pqbzw6y3v6d,NA,"{""Q0"":0}",recognition,Shoe,unrelated,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2070,survey-likert,27,17,430507,pqbzw6y3v6d,NA,"{""Q0"":3}",recognition,Cushion,weakly related,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
5570,survey-likert,28,18,436079,pqbzw6y3v6d,NA,"{""Q0"":1}",recognition,Chair,critical,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1872,survey-likert,29,19,437953,pqbzw6y3v6d,NA,"{""Q0"":3}",recognition,Table,studied,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1771,survey-likert,30,20,439726,pqbzw6y3v6d,NA,"{""Q0"":3}",recognition,Couch,studied,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2726,survey-likert,31,21,442454,pqbzw6y3v6d,NA,"{""Q0"":0}",recognition,Click: Definitely New,attention_check,none,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
3327,survey-likert,32,22,445782,pqbzw6y3v6d,NA,"{""Q0"":1}",recognition,Chalk,weakly related,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
5125,survey-likert,33,23,450910,pqbzw6y3v6d,NA,"{""Q0"":0}",recognition,Touch,studied,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
4419,survey-likert,34,24,455331,pqbzw6y3v6d,NA,"{""Q0"":2}",recognition,Spike,weakly related,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2036,survey-likert,35,25,457369,pqbzw6y3v6d,NA,"{""Q0"":0}",recognition,Project,unrelated,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2521,survey-likert,36,26,459892,pqbzw6y3v6d,NA,"{""Q0"":3}",recognition,Rough,critical,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1701,survey-likert,37,27,461595,pqbzw6y3v6d,NA,"{""Q0"":3}",recognition,Smooth,studied,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2652,survey-likert,38,28,464248,pqbzw6y3v6d,NA,"{""Q0"":0}",recognition,Key,unrelated,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2277,survey-likert,39,29,466527,pqbzw6y3v6d,NA,"{""Q0"":2}",recognition,Stitch,weakly related,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2006,survey-likert,40,30,468535,pqbzw6y3v6d,NA,"{""Q0"":0}",recognition,Needle,critical,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1769,survey-likert,41,31,470306,pqbzw6y3v6d,NA,"{""Q0"":3}",recognition,Thread,studied,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2028,survey-likert,42,32,472335,pqbzw6y3v6d,NA,"{""Q0"":1}",recognition,Stop,unrelated,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2408,survey-likert,43,33,474745,pqbzw6y3v6d,NA,"{""Q0"":3}",recognition,Pin,studied,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
3043,survey-likert,44,34,477790,pqbzw6y3v6d,NA,"{""Q0"":1}",recognition,Splinter,weakly related,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2225,survey-likert,45,35,480017,pqbzw6y3v6d,NA,"{""Q0"":0}",recognition,Fast,unrelated,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2284,survey-likert,46,36,482303,pqbzw6y3v6d,NA,"{""Q0"":0}",recognition,Draw,unrelated,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1697,survey-likert,47,37,484002,pqbzw6y3v6d,NA,"{""Q0"":0}",recognition,Car,unrelated,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1843,survey-likert,48,38,485846,pqbzw6y3v6d,NA,"{""Q0"":0}",recognition,Snow,weakly related,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2086,survey-likert,49,39,487934,pqbzw6y3v6d,NA,"{""Q0"":2}",recognition,Hike,weakly related,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2014,survey-likert,50,40,489950,pqbzw6y3v6d,NA,"{""Q0"":3}",recognition,Hill,studied,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
3812,survey-likert,51,41,493764,pqbzw6y3v6d,NA,"{""Q0"":1}",recognition,Mountain,critical,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1999,survey-likert,52,42,495764,pqbzw6y3v6d,NA,"{""Q0"":3}",recognition,Peak,studied,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
3101,survey-likert,53,43,498867,pqbzw6y3v6d,NA,"{""Q0"":3}",recognition,Tired,studied,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1983,survey-likert,54,44,500853,pqbzw6y3v6d,NA,"{""Q0"":2}",recognition,Calm,weakly related,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
2236,survey-likert,55,45,503092,pqbzw6y3v6d,NA,"{""Q0"":3}",recognition,Bed,studied,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
6578,survey-likert,56,46,509671,pqbzw6y3v6d,NA,"{""Q0"":1}",recognition,Sleep,critical,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1762,survey-likert,57,47,511435,pqbzw6y3v6d,NA,"{""Q0"":0}",recognition,Fish,unrelated,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1689,survey-likert,58,48,513126,pqbzw6y3v6d,NA,"{""Q0"":0}",recognition,Chess,unrelated,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1593,survey-likert,59,49,514722,pqbzw6y3v6d,NA,"{""Q0"":0}",recognition,Coma,weakly related,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1772,html-keyboard-response,62,50,565266,pqbzw6y3v6d,<h1>Needle</h1>,n,speed_game,Needle,NA,NA,NA,n,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1492,html-keyboard-response,64,51,567573,pqbzw6y3v6d,<h1>Sour</h1>,s,speed_game,Sour,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1036,html-keyboard-response,66,52,569423,pqbzw6y3v6d,<h1>Touch</h1>,n,speed_game,Touch,NA,NA,NA,s,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
850,html-keyboard-response,68,53,571079,pqbzw6y3v6d,<h1>Couch</h1>,s,speed_game,Couch,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
937,html-keyboard-response,70,54,572826,pqbzw6y3v6d,<h1>Mountain</h1>,n,speed_game,Mountain,NA,NA,NA,n,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
873,html-keyboard-response,72,55,574513,pqbzw6y3v6d,<h1>Smooth</h1>,s,speed_game,Smooth,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
760,html-keyboard-response,74,56,576084,pqbzw6y3v6d,<h1>Click N</h1>,n,speed_attention_check,NA,NA,NA,NA,NA,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
982,html-keyboard-response,75,57,577069,pqbzw6y3v6d,<h1>Rough</h1>,s,speed_game,Rough,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1100,html-keyboard-response,77,58,578977,pqbzw6y3v6d,<h1>Thread</h1>,s,speed_game,Thread,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1829,html-keyboard-response,79,59,581621,pqbzw6y3v6d,<h1>Peak</h1>,s,speed_game,Peak,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1077,html-keyboard-response,81,60,583508,pqbzw6y3v6d,<h1>Table</h1>,s,speed_game,Table,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
997,html-keyboard-response,83,61,585315,pqbzw6y3v6d,<h1>Bed</h1>,s,speed_game,Bed,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
935,html-keyboard-response,85,62,587060,pqbzw6y3v6d,<h1>Sweet</h1>,n,speed_game,Sweet,NA,NA,NA,n,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
1126,html-keyboard-response,87,63,588998,pqbzw6y3v6d,<h1>Sleep</h1>,n,speed_game,Sleep,NA,NA,NA,n,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
676,html-keyboard-response,89,64,590482,pqbzw6y3v6d,<h1>Chair</h1>,n,speed_game,Chair,NA,NA,NA,n,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
